Date;LV ActivePower;Wind Speed;Theoretical_Power_Curve;Wind Direction
10 12 2018 03:40;2975.8789063;10.4939499;3062.8984078;215.6519012
10 12 2018 03:50;2764.0568848;10.7340498;3170.2328763;215.8699036
10 12 2018 04:00;3195.1330566;11.6448603;3455.5855529;207.4503021
10 12 2018 04:10;2907.7199707;11.4750900;3415.6031606;201.4739990
10 12 2018 04:20;2656.0869141;10.3766203;3004.8972818;194.4362030
10 12 2018 04:30;2805.9418945;10.3556995;2994.1569268;195.0420074
10 12 2018 04:40;2834.9909668;10.3902302;3011.8189308;199.8706055
10 12 2018 04:50;3134.6599121;11.5355396;3430.4789365;197.2720947
10 12 2018 05:00;3546.7050781;12.3699398;3568.1050949;196.6596985
10 12 2018 05:10;3430.4641113;11.7738600;3482.3204592;193.3744049
10 12 2018 05:20;3296.7570801;11.6928701;3465.8957776;189.6394043
10 12 2018 05:30;3258.0019531;11.2211304;3345.0541477;196.0025940
10 12 2018 05:40;3097.3879395;11.0960398;3305.3070449;197.6665955
10 12 2018 05:50;2635.2219238;10.4526300;3042.9003119;196.8262939
10 12 2018 06:00;2659.4318848;10.2987604;2964.3021005;202.2274017
10 12 2018 06:10;3017.1508789;10.9372101;3249.8194424;199.6903076
10 12 2018 06:20;2880.5290527;10.5864496;3106.0164846;197.8390961
10 12 2018 06:30;3585.9729004;12.5908203;3585.2939250;199.2864990
10 12 2018 06:40;3409.7490234;11.4012899;3396.4605665;195.8043060
10 12 2018 06:50;3470.7570801;12.1251497;3540.0838757;200.0675964
10 12 2018 07:00;3588.7309570;12.6078701;3586.3118235;204.9564972
10 12 2018 07:10;3312.2189941;11.7924805;3485.9271499;205.2850952
10 12 2018 07:20;3297.8510742;11.3145800;3372.5602974;199.2543030
10 12 2018 07:30;2261.2290039;9.1992664;2273.1601520;208.5119019
10 12 2018 07:40;1461.6099854;7.6433420;1332.8514954;204.1029053
10 12 2018 07:50;2120.5090332;9.0781384;2194.4807409;186.9506989
10 12 2018 08:00;2885.6809082;10.7551804;3178.9773073;180.0469971
10 12 2018 08:10;3422.5529785;11.8101101;3489.2841254;182.0697021
10 12 2018 08:20;3568.0419922;12.4140902;3572.1425272;180.6911926
10 12 2018 08:30;3577.9230957;12.7188702;3591.8792328;182.3531952
10 12 2018 08:40;3599.9829102;12.8193903;3595.3560514;186.7494965
10 12 2018 08:50;3572.4069824;12.4040604;3571.2520505;188.6638031
10 12 2018 09:00;3503.4230957;11.7214499;3471.8295269;189.0216980
10 12 2018 09:10;3296.6640625;11.2997999;3368.3318761;186.9391937
10 12 2018 09:20;3073.4729004;10.9251604;3245.3735405;185.4447937
10 12 2018 09:30;3095.7360840;11.0110102;3276.3155030;186.7678070
10 12 2018 09:40;2647.3249512;10.3638697;2998.3658747;185.9774017
10 12 2018 09:50;2525.8520508;9.8081770;2666.9464955;185.9449005
10 12 2018 10:00;2212.6970215;9.4306030;2424.4411982;181.0231018
10 12 2018 10:10;1626.8280029;7.9366012;1493.9024379;178.3722992
10 12 2018 10:20;1867.1180420;8.4854755;1819.0445624;183.9842987
10 12 2018 10:30;1935.2779541;8.8448277;2044.4786658;180.3659058
10 12 2018 10:40;1766.2669678;8.4905500;1822.1694048;183.1707001
10 12 2018 10:50;1244.0059814;7.3946338;1204.0270941;179.6121063
10 12 2018 11:00;1383.0000000;7.8098259;1423.0455787;176.7095947
10 12 2018 11:10;1374.8609619;7.6116619;1316.0775951;178.9667969
10 12 2018 11:20;1028.8909912;6.9044819;973.5632065;182.2256012
10 12 2018 11:30;2135.0620117;9.7108593;2598.8122085;165.4553986
10 12 2018 11:40;2512.1770020;10.0945301;2849.4913331;161.2599030
10 12 2018 11:50;2837.2849121;10.5503702;3089.4669104;157.4969025
10 12 2018 12:00;2573.6169434;10.1302795;2870.4818661;161.5059967
10 12 2018 12:10;2569.0949707;9.9742289;2775.9738420;160.6248016
10 12 2018 12:20;2598.8610840;9.8001223;2661.4282123;163.2839966
10 12 2018 12:30;1838.6510010;8.6331959;1910.7437662;160.4815979
10 12 2018 12:40;1183.8940430;7.4993391;1257.6437587;161.1539001
10 12 2018 12:50;1006.2880249;7.2122102;1114.4518302;162.4109039
10 12 2018 13:00;699.9274902;6.4053812;769.4738639;159.5346985
10 12 2018 13:10;251.2239075;4.7558842;278.2154190;163.1985016
10 12 2018 13:20;9.3683767;3.0244980;16.8319477;157.6450043
10 12 2018 13:30;40.8340416;3.4273491;44.2853505;142.2621002
10 12 2018 13:40;411.1011047;5.3384371;423.7017073;144.5713959
10 12 2018 13:50;345.7254028;5.2708659;405.4364135;156.1764069
10 12 2018 14:00;334.6824951;5.1954341;385.5025020;165.4022064
10 12 2018 14:10;174.1611023;4.4881411;219.4937734;147.9378052
10 12 2018 14:20;43.1482010;3.4687500;48.5781250;101.8891983
10 12 2018 14:30;150.9432068;4.2431049;169.5131515;71.6408615
10 12 2018 14:40;86.3647766;3.9366610;116.1598592;59.6960907
10 12 2018 14:50;188.0214996;4.4527369;212.0621415;57.2736092
10 12 2018 15:00;570.1483154;6.0552540;642.7863213;60.5583687
10 12 2018 15:10;480.9953003;5.5590181;486.1388421;66.5902023
10 12 2018 15:20;82.5406036;3.7453640;84.2970399;64.8890076
10 12 2018 15:30;560.7053833;5.5426540;481.3542001;71.2991714
10 12 2018 15:40;858.5913696;6.3254361;739.3835641;65.8032227
10 12 2018 15:50;789.6781006;6.3308220;741.3889331;69.9424133
10 12 2018 16:00;456.2171936;5.5049610;470.4281567;76.5784378
10 12 2018 16:10;576.6569824;5.9524961;609.0814694;73.2783279
10 12 2018 16:20;304.2643127;4.6004100;243.5609683;80.2418137
10 12 2018 16:30;107.9957962;3.7929809;91.6808869;86.7830429
10 12 2018 16:40;331.2598877;5.1400681;371.1698674;71.8585129
10 12 2018 16:50;193.0532074;4.4457259;210.5992300;65.8314819
10 12 2018 17:00;198.5673981;4.5276542;227.8762090;66.5164032
10 12 2018 17:10;111.6252975;3.9849949;125.1370308;62.0377693
10 12 2018 17:20;193.2135010;4.6034598;244.2256791;65.7357635
10 12 2018 17:30;205.6582031;4.7596431;279.0731843;58.7712898
10 12 2018 17:40;165.4763947;4.4962778;221.2122534;45.9384804
10 12 2018 17:50;237.9022980;4.7141771;268.7623343;45.5134811
10 12 2018 18:00;325.6091919;5.1191540;365.8203218;43.5753593
10 12 2018 18:10;390.6383057;5.1732311;379.7248297;30.5484905
10 12 2018 18:20;639.1171265;6.1333022;669.8876147;32.1492310
10 12 2018 18:30;1385.4709473;7.6015630;1310.7575239;38.1744118
10 12 2018 18:40;1685.5080566;7.9896951;1524.1010116;37.9061508
10 12 2018 18:50;922.2147827;6.4011788;767.8748133;35.1768799
10 12 2018 19:00;759.2659302;6.1563988;678.0324431;39.7964897
10 12 2018 19:10;995.2225952;6.6260171;856.1725249;19.6111698
10 12 2018 19:20;1337.4339600;7.3252778;1169.4105104;14.8832397
10 12 2018 19:30;1078.5100098;6.8168030;935.6085927;14.7524996
10 12 2018 19:40;368.3658142;5.1284308;368.1888965;356.8304138
10 12 2018 19:50;246.8247986;4.6063752;244.8616333;4.4426699
10 12 2018 20:00;306.7712097;4.7734418;282.2302746;352.9360962
10 12 2018 20:10;488.0967102;5.4448409;453.2714701;334.6310120
10 12 2018 20:20;977.1837769;6.6453772;864.0410181;335.4363098
10 12 2018 20:30;1277.1390381;7.2656279;1140.1926488;319.9350891
10 12 2018 20:40;794.1586304;6.3860922;762.1500517;322.7345886
10 12 2018 20:50;1577.4350586;7.8945661;1470.2094326;335.6384888
10 12 2018 21:00;2134.8378906;8.8571510;2052.3408599;341.6343994
10 12 2018 21:10;2173.9060059;8.9896631;2137.3292599;338.9212952
10 12 2018 21:20;3251.0339355;12.0178003;3524.6908672;342.9372864
10 12 2018 21:30;2735.2170410;9.8780184;2713.8948312;344.2760010
10 12 2018 21:40;2474.7329102;9.4865150;2461.1344802;339.6565857
10 12 2018 21:50;2561.8750000;9.6455488;2551.2701952;334.6256104
10 12 2018 22:00;2951.2280273;10.6973896;3154.7982476;334.8550110
10 12 2018 22:10;3514.2548828;12.7175598;3591.8241468;331.1152954
10 12 2018 22:20;3570.4519043;12.7271996;3592.2234906;333.3973083
10 12 2018 22:30;3501.6579590;12.5344896;3581.6194136;330.9411011
10 12 2018 22:40;3572.4880371;12.8025198;3594.8753414;330.7391052
10 12 2018 22:50;3591.8310547;14.0781298;3600.0000000;329.5888062
10 12 2018 23:00;3559.1770020;12.7205801;3591.9507374;330.6643066
10 12 2018 23:10;3116.5471191;10.9579897;3257.4069616;326.3785095
10 12 2018 23:20;3133.5419922;11.3295298;3376.7911680;319.7000122
10 12 2018 23:30;3539.3359375;12.7434597;3592.8661746;325.0745850
10 12 2018 23:40;2821.6259766;10.6381397;3129.1371362;330.9866028
10 12 2018 23:50;2825.9799805;10.1983700;2909.4016549;333.3765869
11 12 2018 00:00;2776.3000488;10.5186901;3074.6528057;333.7760925
11 12 2018 00:10;2594.7561035;10.1567898;2885.7990138;338.0148926
11 12 2018 00:20;2449.9289551;9.9994001;2791.7289667;337.4831848
11 12 2018 00:30;1928.4680176;8.2576580;1680.8169167;333.1142883
11 12 2018 00:40;1810.6300049;8.2594299;1681.8754835;329.0405884
11 12 2018 00:50;2164.7858887;9.1708889;2254.6873114;325.6239014
11 12 2018 01:00;1703.9420166;8.3964987;1764.5658792;325.4046936
11 12 2018 01:10;2213.1760254;9.4347992;2427.1937982;317.7952881
11 12 2018 01:20;2288.2609863;9.1636724;2249.9933124;315.0299072
11 12 2018 01:30;2481.3039551;10.1098604;2858.5400034;324.1633911
11 12 2018 01:40;2447.4909668;9.4287758;2423.2426342;315.6459045
11 12 2018 01:50;2623.8259277;10.8017998;3197.8810842;311.2033081
11 12 2018 02:00;2467.7429199;9.7357874;2616.5706857;309.0002136
11 12 2018 02:10;2148.5959473;9.3450432;2368.3701323;311.9140930
11 12 2018 02:20;2125.3330078;8.8939199;2075.8429464;309.0244141
11 12 2018 02:30;2545.4160156;10.5172300;3073.9636379;304.5726929
11 12 2018 02:40;2217.0339355;9.8471889;2693.3688273;314.0567017
11 12 2018 02:50;2140.3039551;9.3504124;2371.8853521;322.6159973
11 12 2018 03:00;1893.8220215;8.7806501;2003.6593405;323.6459961
11 12 2018 03:10;1688.9990234;7.8809800;1462.5933001;314.5715942
11 12 2018 03:20;1844.9930420;8.6776028;1938.5900749;296.6664124
11 12 2018 03:30;1968.1610107;9.1266737;2225.9518573;299.5109863
11 12 2018 03:40;2177.1840820;10.0503397;2823.0067054;303.1489868
11 12 2018 03:50;2308.3898926;10.3708401;3001.9420261;298.9822083
11 12 2018 04:00;1590.2060547;7.8583388;1449.9468487;294.6534119
11 12 2018 04:10;1768.2740479;8.6060390;1893.7758089;295.2374878
11 12 2018 04:20;2196.8320313;9.9701929;2773.4290875;294.6329956
11 12 2018 04:30;1892.9809570;9.1051989;2212.0175179;292.7731934
11 12 2018 04:40;1957.0689697;8.8274822;2033.4253301;281.8741150
11 12 2018 04:50;2196.7119141;10.1975298;2908.9297918;290.0369873
11 12 2018 05:00;2352.9050293;10.0477200;2821.4177787;289.7575989
11 12 2018 05:10;2450.8688965;10.1110497;2859.2389650;288.9063110
11 12 2018 05:20;2508.9870605;10.4935598;3062.7117782;296.1841125
11 12 2018 05:30;2303.7858887;9.4386225;2429.7019789;290.2901001
11 12 2018 05:40;2464.3679199;10.1810102;2899.6098384;294.8627014
11 12 2018 05:50;2502.8811035;10.1970501;2908.6602921;295.7585144
11 12 2018 06:00;2456.7561035;10.3529701;2992.7466687;295.2348938
11 12 2018 06:10;2165.7070313;9.4504480;2437.4609722;295.3745117
11 12 2018 06:20;1575.9339600;7.9232879;1486.3775400;294.6046143
11 12 2018 06:30;1528.4179688;7.6058741;1313.0269713;291.2702026
11 12 2018 06:40;1439.8299561;7.6631298;1343.3933934;292.3493042
11 12 2018 06:50;1099.2120361;6.9220872;981.2974069;287.0414124
11 12 2018 07:00;1208.1350098;7.3390260;1176.2167946;287.5513916
11 12 2018 07:10;1136.6839600;6.9019341;972.4471197;284.7318115
11 12 2018 07:20;883.9052734;6.6031928;846.9508925;288.3985901
11 12 2018 07:30;756.1939697;6.1545620;677.3826298;280.9443054
11 12 2018 07:40;877.1594849;6.3229141;738.4456089;283.7467041
11 12 2018 07:50;954.3259888;6.4482288;785.8883074;284.2485046
11 12 2018 08:00;879.7169189;6.0991082;657.9340590;286.2210083
11 12 2018 08:10;684.3339233;5.7915978;556.9269032;277.6408997
11 12 2018 08:20;526.7058716;5.4605389;457.7195063;272.4910889
11 12 2018 08:30;694.0175171;5.9497180;608.1579699;271.8941040
11 12 2018 08:40;734.3142700;6.2172170;699.7526090;276.8933105
11 12 2018 08:50;564.4030151;5.3965602;439.7298982;273.6231995
11 12 2018 09:00;696.9260254;6.0057888;625.9471502;272.2992859
11 12 2018 09:10;843.3574829;6.2209678;701.1051187;270.8598022
11 12 2018 09:20;996.3131714;6.4380651;781.9764509;267.3096008
11 12 2018 09:30;1170.9139404;6.5775852;836.6749914;263.3941956
11 12 2018 09:40;898.8054810;6.2027402;694.5465458;264.8001099
11 12 2018 09:50;1082.1889648;6.5541558;827.3379142;264.9054871
11 12 2018 10:00;1020.8660278;6.6002722;845.7751463;257.2521057
11 12 2018 10:10;922.3829956;6.4291081;778.5385063;257.6794128
11 12 2018 10:20;804.1569824;5.9966068;623.8556515;256.1998901
11 12 2018 10:30;700.5662231;5.8793249;585.0295641;257.4836121
11 12 2018 10:40;711.5678101;6.0395279;637.4044123;255.3759003
11 12 2018 10:50;701.3316040;6.0277362;633.3862999;257.8051147
11 12 2018 11:00;833.0593872;6.2422671;708.8141358;251.4747009
11 12 2018 11:10;568.7445068;5.7249389;536.0958187;258.4057922
11 12 2018 11:20;539.3641968;5.4089780;443.1928954;248.5182037
11 12 2018 11:30;292.8724060;4.7366090;273.8320111;254.2953033
11 12 2018 11:40;200.0222931;4.2044830;161.9310424;255.3881989
11 12 2018 11:50;127.4481964;3.9719810;122.6831663;241.8536072
11 12 2018 12:00;29.2016106;2.7454751;0.0000000;242.5959930
11 12 2018 12:10;0.0000000;3.1653800;23.4802036;264.0245972
11 12 2018 12:20;28.3056793;3.1372049;21.8965708;261.1005859
11 12 2018 12:30;0.4586658;2.0733440;0.0000000;253.3750000
11 12 2018 12:40;0.0000000;3.0523391;17.8940008;210.2015991
11 12 2018 12:50;4.3642039;3.1543920;22.8474954;216.9297943
11 12 2018 13:00;21.9722900;3.2511730;29.0845675;233.5274048
11 12 2018 13:10;8.7412634;2.8945689;0.0000000;225.4718933
11 12 2018 13:20;40.9679794;3.3163509;34.1294632;231.8845062
11 12 2018 13:30;2.7275331;2.4204149;0.0000000;228.8592072
11 12 2018 13:40;0.0000000;2.6500950;0.0000000;227.8811035
11 12 2018 13:50;0.0000000;2.8525109;0.0000000;237.0457001
11 12 2018 14:00;0.0000000;2.7256119;0.0000000;226.9866028
11 12 2018 14:10;0.0000000;2.6619921;0.0000000;222.2070007
11 12 2018 14:20;0.0000000;2.4008770;0.0000000;225.9268036
11 12 2018 14:30;0.0000000;2.7183380;0.0000000;211.0437012
11 12 2018 14:40;0.0000000;2.2464530;0.0000000;210.2104034
11 12 2018 14:50;0.0000000;1.5819150;0.0000000;199.4622955
11 12 2018 15:00;0.0000000;1.0162570;0.0000000;290.7401123
11 12 2018 15:10;0.0000000;0.9247764;0.0000000;28.6974392
11 12 2018 15:20;0.0000000;1.2294810;0.0000000;42.2846413
11 12 2018 15:30;0.0000000;1.1532520;0.0000000;17.6463203
11 12 2018 15:40;0.0000000;0.6318379;0.0000000;56.0723801
11 12 2018 15:50;0.0000000;1.7035379;0.0000000;82.3844376
11 12 2018 16:00;0.0000000;1.5167660;0.0000000;58.0342903
11 12 2018 16:10;0.0000000;2.4723251;0.0000000;52.0683899
11 12 2018 16:20;0.0000000;2.5332820;0.0000000;51.3304596
11 12 2018 16:30;0.0000000;3.2294321;27.5529547;77.0741196
11 12 2018 16:40;0.0000000;2.3856859;0.0000000;61.4389191
11 12 2018 16:50;0.0000000;2.4925520;0.0000000;63.0937691
11 12 2018 17:00;0.0000000;1.7712810;0.0000000;68.7548676
11 12 2018 17:10;0.0000000;1.3723890;0.0000000;82.0172272
11 12 2018 17:20;0.0000000;1.1281880;0.0000000;124.2929993
11 12 2018 17:30;0.0000000;1.6920040;0.0000000;136.4965057
11 12 2018 17:40;0.0000000;2.1251371;0.0000000;138.5075073
11 12 2018 17:50;0.0000000;1.9430430;0.0000000;144.8946075
11 12 2018 18:00;0.0000000;1.5475340;0.0000000;122.9791031
11 12 2018 18:10;0.0000000;1.5781610;0.0000000;95.7352066
11 12 2018 18:20;0.0000000;1.6152570;0.0000000;75.6725693
11 12 2018 18:30;0.0000000;2.3290701;0.0000000;37.9294891
11 12 2018 18:40;0.0000000;2.5370369;0.0000000;35.1338997
11 12 2018 18:50;0.0000000;2.9698870;0.0000000;42.9211693
11 12 2018 19:00;0.0000000;2.8556390;0.0000000;67.8681030
11 12 2018 19:10;0.0000000;2.9619589;0.0000000;71.1978836
11 12 2018 19:20;31.7789898;3.6789210;74.6001677;68.9698563
11 12 2018 19:30;129.0843964;3.9564409;119.7884492;58.3901291
11 12 2018 19:40;16.6749992;3.5269639;55.0781267;73.8909988
11 12 2018 19:50;36.4835701;3.5682490;60.0165205;76.8244171
11 12 2018 20:00;13.7058802;3.2367740;28.0617199;62.2514610
11 12 2018 20:10;0.0000000;2.6339650;0.0000000;57.4264793
11 12 2018 20:20;10.0984497;3.4305589;44.6083641;71.1452637
11 12 2018 20:30;66.2582779;3.8950920;108.7381209;73.8176727
11 12 2018 20:40;72.8486328;3.6777289;74.4326405;71.0850067
11 12 2018 20:50;15.1467304;2.4840930;0.0000000;89.3266373
11 12 2018 21:00;0.0000000;1.6072720;0.0000000;103.6521988
11 12 2018 21:10;0.0000000;1.6733860;0.0000000;84.3446426
11 12 2018 21:20;0.0000000;3.0943639;19.7320098;91.1958237
11 12 2018 21:30;113.1174011;3.7154450;79.8431699;76.5344009
11 12 2018 21:40;80.8633499;3.3751259;39.2615827;75.7783279
11 12 2018 21:50;90.3927231;3.6755860;74.1320654;72.5663528
11 12 2018 22:00;62.5638885;3.9087260;111.1418634;79.5124207
11 12 2018 22:10;34.9309616;3.2297421;27.5742584;79.2399597
11 12 2018 22:20;217.3354034;4.5795560;239.0315765;69.3050690
11 12 2018 22:30;361.1210938;5.2099152;389.2926020;63.4994202
11 12 2018 22:40;454.2481079;5.5027108;469.7800536;60.8232002
11 12 2018 22:50;608.3922119;5.8741708;583.3565291;58.4519882
11 12 2018 23:00;638.8391113;6.0214300;631.2435251;55.9243507
11 12 2018 23:10;619.6657715;5.9911418;622.0138911;56.9084511
11 12 2018 23:20;615.1359863;5.9719338;615.5661424;56.5512390
11 12 2018 23:30;720.4398804;6.2573328;714.2963798;58.2895012
11 12 2018 23:40;695.2437134;6.1318660;669.3830214;58.8398705
11 12 2018 23:50;692.9970093;6.1707931;683.1373380;59.6415291
12 12 2018 00:00;770.8750000;6.4323030;779.7637645;63.2868004
12 12 2018 00:10;960.3947144;6.7597032;911.3876630;65.3000183
12 12 2018 00:20;952.8256226;6.7139611;892.2619723;67.1644974
12 12 2018 00:30;919.2819214;6.6403241;861.9831865;60.9852104
12 12 2018 00:40;938.1337280;6.3078880;732.8715078;58.0232010
12 12 2018 00:50;653.1087036;5.8105221;562.9224188;59.9824982
12 12 2018 01:00;666.6978760;6.0605979;644.6211745;61.7594185
12 12 2018 01:10;478.7305908;5.4572411;456.7832176;65.3304672
12 12 2018 01:20;605.8895874;5.9166498;597.2280852;65.1578598
12 12 2018 01:30;832.2924805;6.2677212;718.0908230;65.2843704
12 12 2018 01:40;778.1389771;6.2292190;704.0857465;65.6839905
12 12 2018 01:50;854.8098145;6.5572701;828.5754396;69.0080795
12 12 2018 02:00;812.3577881;6.4570069;789.2759844;70.3708115
12 12 2018 02:10;782.3480835;6.1657338;681.3405644;72.5778732
12 12 2018 02:20;745.5994263;6.0743532;649.3581516;72.3845673
12 12 2018 02:30;713.1533203;6.0237770;632.0405132;71.6873932
12 12 2018 02:40;638.8773804;5.6025991;499.0043659;68.4629364
12 12 2018 02:50;511.9540100;5.1776748;380.8779294;58.6256714
12 12 2018 03:00;643.4802856;5.8514252;576.0062209;32.7184105
12 12 2018 03:10;539.4354248;5.8263159;567.9540989;32.9008484
12 12 2018 03:20;214.2828064;4.2044358;161.9218214;36.8931999
12 12 2018 03:30;237.2519989;4.5141702;225.0050851;40.3628006
12 12 2018 03:40;238.8215027;4.7013078;265.8690236;45.4337082
12 12 2018 03:50;312.6004944;4.8694859;304.5720536;44.6925087
12 12 2018 04:00;261.5216980;4.8511901;300.2658743;54.5206299
12 12 2018 04:10;258.6300049;4.9710488;328.9189809;56.0848007
12 12 2018 04:20;322.5303040;5.5427608;481.3853491;58.4651108
12 12 2018 04:30;274.0098877;4.8426828;298.2717005;48.7781410
12 12 2018 04:40;287.9093018;5.3939109;438.9928481;47.3948708
12 12 2018 04:50;286.6614990;5.5102539;471.9544611;47.9321518
12 12 2018 05:00;94.2640076;3.8111169;94.5885963;44.8857193
12 12 2018 05:10;76.4936066;3.7047961;78.2924751;35.3719597
12 12 2018 05:20;185.6427002;4.7723079;281.9703460;39.2497902
12 12 2018 05:30;373.7803040;6.4842710;799.8520536;46.9301910
12 12 2018 05:40;381.3912964;6.8643689;956.0832184;49.5900497
12 12 2018 05:50;390.3623047;7.1716661;1095.1767635;52.9714508
12 12 2018 06:00;391.9732971;7.0905962;1057.2986630;47.9022293
12 12 2018 06:10;224.1578979;5.1482239;373.2655442;37.5296898
12 12 2018 06:20;346.8143921;5.9606981;611.8128573;28.3403606
12 12 2018 06:30;359.0736084;6.2983398;729.3421767;24.7276993
12 12 2018 06:40;382.6984863;7.1644688;1091.7783920;28.1012001
12 12 2018 06:50;304.2538147;5.6068568;500.2709341;28.2401009
12 12 2018 07:00;137.1473999;4.1426029;149.9393639;16.6366405
12 12 2018 07:10;177.7218933;4.5502782;232.7184085;0.8135180
12 12 2018 07:20;354.9314880;6.7871528;922.9830698;359.4671021
12 12 2018 07:30;383.7106934;6.8916941;967.9692986;356.9851990
12 12 2018 07:40;397.1261902;7.1941791;1105.8519634;357.1984863
12 12 2018 07:50;386.4045105;7.1917038;1104.6748679;357.2521057
12 12 2018 08:00;378.8761902;6.8499999;949.8693264;352.0423889
12 12 2018 08:10;371.9314880;7.3514919;1182.4119300;348.3125916
12 12 2018 08:20;380.9428101;7.4395871;1226.8432203;347.0541077
12 12 2018 08:30;409.6593018;7.3568301;1185.0717258;346.4173889
12 12 2018 08:40;387.2716064;7.7864642;1410.1881997;346.6207886
12 12 2018 08:50;359.8617859;7.4474788;1230.8799559;346.4370117
12 12 2018 09:00;342.4823914;7.3307939;1172.1380588;345.4407959
12 12 2018 09:10;349.4096985;7.3530211;1183.1734502;340.1380920
12 12 2018 09:20;324.8817139;7.6171970;1318.9990528;338.2626953
12 12 2018 09:30;286.8811035;6.3954320;765.6911947;337.6910095
12 12 2018 09:40;267.5864868;6.6981349;885.7015507;329.7199097
12 12 2018 09:50;236.3506927;6.5157299;812.1575834;328.1300049
12 12 2018 10:00;167.7084961;5.6224918;504.9368733;323.3454895
12 12 2018 10:10;144.7691956;5.4501338;454.7687271;324.1931152
12 12 2018 10:20;152.0442963;5.2606339;402.7045345;321.8681946
12 12 2018 10:30;151.8582001;5.4673500;459.6564007;310.4424133
12 12 2018 10:40;134.3168945;5.8359571;571.0381916;314.2442932
12 12 2018 10:50;81.8969879;5.6583371;515.7228419;319.4841919
12 12 2018 11:00;73.3504868;5.4538579;455.8237201;316.8417969
12 12 2018 11:10;47.3957100;4.9839430;332.0647002;314.9653015
12 12 2018 11:20;40.7320518;4.7653642;280.3805640;305.3091125
12 12 2018 11:30;106.7550964;5.7953329;558.1073533;304.0728149
12 12 2018 11:40;96.6732864;5.4844761;464.5452368;296.1561890
12 12 2018 11:50;19.0560493;4.5764861;238.3671170;277.9552917
12 12 2018 12:00;85.9291534;5.3779931;434.5775180;266.0372009
12 12 2018 12:10;98.5075302;5.5012288;469.3534584;268.3630066
12 12 2018 12:20;101.8694000;5.5495439;483.3656354;271.8947144
12 12 2018 12:30;0.0000000;4.3464499;190.1863530;271.1704102
12 12 2018 12:40;57.1620216;5.2428131;397.9675337;280.5285950
12 12 2018 12:50;123.5466995;5.6981988;527.8638919;285.3251953
12 12 2018 13:00;65.1493301;5.0607529;351.0660164;288.7049866
12 12 2018 13:10;24.7746105;4.5765691;238.3850677;289.7247925
12 12 2018 13:20;0.0000000;4.0662489;135.3982741;299.1910095
12 12 2018 13:30;0.0000000;3.3294129;35.2222446;301.7795105
12 12 2018 13:40;0.0000000;4.4324932;207.8458702;294.9837952
12 12 2018 13:50;0.0000000;4.5068841;223.4582544;283.0750122
12 12 2018 14:00;0.0000000;4.5211449;226.4888174;277.0271912
12 12 2018 14:10;41.9480400;5.0538220;349.3328012;275.3208008
12 12 2018 14:20;59.7236595;4.6532788;255.1676957;272.4559937
12 12 2018 14:30;21.6017094;4.1951461;160.1094336;271.5481873
12 12 2018 14:40;0.0401998;4.2184339;164.6610221;259.2066956
12 12 2018 14:50;0.0000000;3.6845641;75.3962937;267.8689880
12 12 2018 15:00;118.6634979;5.7592120;546.7506049;269.2854919
12 12 2018 15:10;230.8959961;6.7170582;893.5491974;270.7703857
12 12 2018 15:20;213.7120972;6.3479438;747.7849140;272.1943054
12 12 2018 15:30;214.4013062;6.1013021;658.6972626;265.2575989
12 12 2018 15:40;279.9666138;7.2794900;1146.9376287;260.0332031
12 12 2018 15:50;294.6896057;7.4369640;1225.5035468;255.8632965
12 12 2018 16:00;288.4360046;7.3079362;1160.8639857;258.1680908
12 12 2018 16:10;276.0444946;7.0567341;1041.7341534;264.4598999
12 12 2018 16:20;301.5213013;7.6053362;1312.7436926;275.1752930
12 12 2018 16:30;324.2926025;7.5317039;1274.3213561;267.2633057
12 12 2018 16:40;285.0025940;6.7732072;917.0809694;265.3973999
12 12 2018 16:50;289.9786987;6.8509340;950.2725291;267.0444031
12 12 2018 17:00;274.2427063;6.5785708;837.0691353;270.9583130
12 12 2018 17:10;298.7760925;6.8875599;966.1651318;270.4529114
12 12 2018 17:20;242.5466003;5.8696060;581.8771107;268.7394104
12 12 2018 17:30;212.8887024;5.6703911;519.3778716;271.3085022
12 12 2018 17:40;220.6114960;5.5932670;496.2342814;270.9338989
12 12 2018 17:50;220.6938019;5.5464401;482.4589728;268.9212036
12 12 2018 18:00;92.5371704;4.6849389;262.2048384;266.1238098
12 12 2018 18:10;141.4916992;4.7440701;275.5257570;247.3448944
12 12 2018 18:20;59.8711510;4.1057792;142.8920715;233.0005035
12 12 2018 18:30;18.4194603;3.8307431;97.7945028;222.4277039
12 12 2018 18:40;0.0000000;3.8001390;92.8222336;221.6147003
12 12 2018 18:50;0.0000000;4.0136771;125.5435052;223.8137054
12 12 2018 19:00;20.5135498;3.6501019;70.6138592;242.0447998
12 12 2018 19:10;0.0000000;3.2845840;31.5857358;243.8018036
12 12 2018 19:20;0.0000000;3.6237240;67.0816961;236.1716003
12 12 2018 19:30;0.0000000;3.9862239;125.3701781;224.9880066
12 12 2018 19:40;49.6220589;4.2080069;162.6196736;238.2590027
12 12 2018 19:50;112.2358017;4.2930412;179.4312192;231.1898041
12 12 2018 20:00;258.2984924;5.3044820;414.4742997;210.4662018
12 12 2018 20:10;238.7516937;5.3708062;432.5913150;209.1255035
12 12 2018 20:20;326.2937012;6.3114481;734.1899485;204.3368073
12 12 2018 20:30;305.0701904;5.8167472;564.9026070;200.3887024
12 12 2018 20:40;369.4674072;6.8481808;949.0844235;196.6215057
